Date,Time,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,AQI
31/5/2004,09:00:00,2.2,1175,16.3,1188,790,137,1901,1251,20.9,43.6,1.0683,957.10792
31/5/2004,10:00:00,1.6,1111,14.1,1120,839,121,1790,1141,25.6,33.3,1.0773,974.2016531
31/5/2004,11:00:00,1.4,1044,12.6,1069,889,123,1683,942,28.9,26.0,1.0188,939.6832233
31/5/2004,12:00:00,1.4,1018,13.1,1088,909,120,1677,795,30.3,22.8,0.9695,912.7218048
31/5/2004,13:00:00,1.5,1060,14.2,1122,863,119,1721,836,30.9,24.4,1.0724,998.7208407
31/5/2004,14:00:00,1.3,1071,13.8,1110,864,121,1733,847,30.5,26.2,1.1278,1045.843595
31/5/2004,15:00:00,1.2,1006,12.1,1054,921,111,1636,769,30.7,23.4,1.0150,947.6218275
31/5/2004,16:00:00,1.8,1104,15.7,1171,827,128,1803,968,28.1,29.8,1.1132,1030.51134
31/5/2004,17:00:00,3,1196,21.4,1336,739,159,1971,1157,26.9,32.2,1.1267,1067.743996
31/5/2004,18:00:00,3.5,1243,25.0,1429,687,161,2093,1367,26.0,34.6,1.1485,1093.974031
31/5/2004,19:00:00,2.4,1124,16.6,1199,794,116,1858,1101,24.5,37.7,1.1454,1035.343669
31/5/2004,20:00:00,1.1,1020,10.7,1003,904,96,1716,916,21.7,46.9,1.2044,1054.847954
31/5/2004,21:00:00,0.8,1035,7.5,878,977,69,1694,825,19.3,68.8,1.5190,1295.456124
31/5/2004,22:00:00,0.4,986,5.3,781,1063,58,1633,693,17.6,81.6,1.6296,1393.046787
31/5/2004,23:00:00,0.6,1017,6.5,834,986,59,1676,734,17.8,80.3,1.6212,1353.340391
1/6/2004,00:00:00,0.3,922,4.7,750,1085,45,1585,685,18.6,75.7,1.6074,1371.123649
1/6/2004,01:00:00,,830,2.9,644,1235,23,1487,524,19.6,68.4,1.5443,1062.766963
1/6/2004,02:00:00,,805,2.0,583,1339,26,1494,527,18.0,76.4,1.5608,1119.08074
1/6/2004,03:00:00,,760,1.1,505,1527,,1413,452,17.3,77.2,1.5104,1048.565481
1/6/2004,04:00:00,,783,1.3,529,1437,24,1435,466,16.5,82.3,1.5318,1139.29298
1/6/2004,05:00:00,0.1,854,2.4,613,1272,41,1515,565,16.8,81.3,1.5452,1384.487605
1/6/2004,06:00:00,0.3,985,6.1,816,987,65,1677,799,17.3,78.6,1.5412,1279.29221
1/6/2004,07:00:00,1.4,1225,12.5,1067,760,94,1922,1102,16.9,80.9,1.5472,1254.889436
1/6/2004,08:00:00,2.7,1313,19.5,1283,671,100,2180,1299,17.1,79.8,1.5420,1300.625859
1/6/2004,09:00:00,2.3,1199,15.2,1156,758,103,1958,1272,18.5,70.3,1.4826,1258.292144
1/6/2004,10:00:00,1.8,1182,12.0,1051,829,89,1870,1206,19.6,66.7,1.5023,1271.142793
1/6/2004,11:00:00,1.6,1173,12.4,1063,814,86,1905,1218,20.4,63.1,1.4969,1262.791102
1/6/2004,12:00:00,1.9,1259,15.9,1178,722,89,2060,1367,21.6,61.8,1.5775,1327.766547
1/6/2004,13:00:00,2.5,1263,15.7,1171,759,88,2029,1290,24.0,49.3,1.4509,1255.330408
1/6/2004,14:00:00,1.6,1156,13.5,1100,800,73,1884,1175,25.7,43.8,1.4262,1226.053063
1/6/2004,15:00:00,1.5,1167,12.4,1065,808,78,1886,1139,24.6,47.5,1.4487,1232.167295
1/6/2004,16:00:00,2.5,1278,17.1,1213,733,95,2041,1293,24.8,47.4,1.4628,1274.485878
1/6/2004,17:00:00,3.6,1342,22.0,1351,657,109,2201,1419,23.7,50.5,1.4636,1293.860213
1/6/2004,18:00:00,3.5,1353,19.9,1292,683,95,2178,1326,23.0,53.8,1.4968,1301.435716
1/6/2004,19:00:00,4.8,1501,27.9,1501,588,101,2486,1517,21.5,65.8,1.6688,1490.119844
1/6/2004,20:00:00,3.7,1355,19.7,1289,678,88,2158,1391,21.0,66.9,1.6436,1408.279966
1/6/2004,21:00:00,2.1,1230,15.7,1169,737,77,2020,1275,20.6,68.1,1.6329,1369.518427
1/6/2004,22:00:00,1.6,1148,12.0,1048,822,75,1883,1168,20.5,66.9,1.5914,1334.428597
1/6/2004,23:00:00,2.2,1171,13.1,1088,822,81,1889,1132,20.2,65.2,1.5251,1302.536048
2/6/2004,00:00:00,0.8,1021,9.2,949,927,57,1764,977,19.5,68.0,1.5269,1293.361111
2/6/2004,01:00:00,,964,7.5,877,958,49,1692,942,19.9,66.4,1.5203,967.0558749
2/6/2004,02:00:00,,887,4.9,758,1094,38,1622,804,19.1,69.0,1.5043,991.0516903
2/6/2004,03:00:00,,885,5.2,773,1051,,1641,805,18.5,70.7,1.4962,816.356517
2/6/2004,04:00:00,,830,3.2,662,1217,31,1556,704,18.9,67.8,1.4689,1007.964696
2/6/2004,05:00:00,,792,2.4,611,1280,23,1529,657,20.0,63.7,1.4742,1033.627185
2/6/2004,06:00:00,,813,2.8,639,1267,22,1538,655,19.8,64.7,1.4769,1038.105839
2/6/2004,07:00:00,,890,3.9,703,1145,33,1601,751,19.7,65.3,1.4843,989.0432574
2/6/2004,08:00:00,,984,6.9,854,964,43,1751,885,20.8,62.0,1.5002,948.1700024
2/6/2004,09:00:00,,1043,8.5,920,925,53,1777,955,22.2,56.6,1.4973,962.1650583
2/6/2004,10:00:00,,1054,8.9,936,915,54,1791,962,24.3,49.0,1.4724,956.7907283
2/6/2004,11:00:00,,1063,8.8,930,925,62,1749,957,25.0,46.5,1.4492,952.5765202
2/6/2004,12:00:00,,978,7.4,873,1003,53,1669,788,28.9,34.8,1.3603,932.7861407
2/6/2004,13:00:00,,887,4.7,748,1141,34,1560,596,29.6,33.4,1.3581,962.8055008
2/6/2004,14:00:00,,887,4.8,754,1164,30,1523,560,30.9,30.7,1.3493,976.9279746
2/6/2004,15:00:00,,977,6.8,850,1035,37,1645,701,31.8,31.0,1.4286,994.9731368
2/6/2004,16:00:00,,1043,8.9,934,929,47,1707,811,31.4,31.2,1.4127,952.4603073
2/6/2004,17:00:00,,1010,8.1,902,966,44,1676,724,28.9,35.7,1.3985,941.5544641
2/6/2004,18:00:00,,1094,10.5,996,876,53,1807,864,27.2,42.5,1.5135,995.7865285
2/6/2004,19:00:00,,1223,14.8,1142,778,88,1965,1084,26.2,46.4,1.5573,1041.464624
2/6/2004,20:00:00,,1109,11.8,1042,834,95,1888,998,24.5,51.0,1.5454,1021.93281
2/6/2004,21:00:00,,1026,8.7,927,915,82,1781,878,22.8,56.1,1.5353,1002.494323
2/6/2004,22:00:00,,1036,8.7,928,914,59,1787,909,21.9,60.9,1.5799,1013.467319
2/6/2004,23:00:00,,963,6.9,853,995,43,1732,789,21.7,61.0,1.5617,1014.901759
3/6/2004,00:00:00,,996,7.3,868,957,51,1741,857,20.8,64.8,1.5680,998.2958175
3/6/2004,01:00:00,,999,6.9,853,951,49,1756,885,20.3,70.9,1.6699,1045.956953
3/6/2004,02:00:00,,893,4.6,741,1056,36,1664,743,18.9,79.0,1.7040,1078.900684
3/6/2004,03:00:00,,730,1.3,530,1517,,1362,445,18.1,64.6,1.3276,927.6585281
3/6/2004,04:00:00,,753,1.7,562,1420,24,1414,454,18.6,64.5,1.3655,1026.698494
3/6/2004,05:00:00,,825,3.2,663,1203,58,1504,610,17.6,67.4,1.3460,923.3942533
3/6/2004,06:00:00,,1012,10.1,982,882,73,1796,1024,17.6,67.6,1.3479,856.2724617
3/6/2004,07:00:00,,1221,19.9,1293,688,74,2144,1316,19.0,61.7,1.3393,867.4846775
3/6/2004,08:00:00,,1215,20.2,1303,694,97,2180,1358,20.0,57.4,1.3268,884.09306
3/6/2004,09:00:00,,1234,20.8,1318,714,108,2108,2202,22.6,45.9,1.2418,861.4156175
3/6/2004,10:00:00,,1138,15.1,1152,798,93,1877,1947,27.3,34.3,1.2284,844.0844345
3/6/2004,11:00:00,,987,10.9,1009,914,,1697,1227,27.4,31.0,1.1184,649.2474147
3/6/2004,12:00:00,,980,11.1,1019,921,,1720,950,26.2,33.6,1.1244,656.006969
3/6/2004,13:00:00,,966,12.1,1054,885,,1742,917,26.8,32.4,1.1263,651.6713798
3/6/2004,14:00:00,,905,8.6,923,1025,,1582,707,28.7,27.7,1.0710,653.8817035
3/6/2004,15:00:00,,903,9.7,968,992,,1565,740,28.7,25.0,0.9684,589.7397729
3/6/2004,16:00:00,,914,11.0,1014,988,,1597,775,29.1,22.3,0.8811,549.0818666
3/6/2004,17:00:00,,1050,16.6,1199,849,,1781,1035,29.0,24.5,0.9655,594.386777
3/6/2004,18:00:00,,1043,14.7,1139,876,,1756,1001,27.2,28.3,1.0016,604.5515172
3/6/2004,19:00:00,,1125,19.5,1283,792,,1899,1101,25.3,30.0,0.9520,575.4738279
3/6/2004,20:00:00,,1058,14.5,1134,855,,1797,1034,24.1,34.8,1.0333,602.0830575
3/6/2004,21:00:00,,951,7.8,892,1015,,1611,786,23.0,43.1,1.1993,694.4511126
3/6/2004,22:00:00,,944,7.8,891,1016,,1593,844,22.1,43.9,1.1521,663.7086982
3/6/2004,23:00:00,,959,7.8,892,996,,1616,866,21.0,48.1,1.1780,663.3815586
4/6/2004,00:00:00,,974,8.5,919,976,,1638,909,20.6,49.2,1.1754,658.9806167
4/6/2004,01:00:00,,880,5.7,799,1097,,1533,724,21.2,47.6,1.1799,689.2309022
4/6/2004,02:00:00,,853,4.5,740,1146,,1526,715,21.0,50.1,1.2338,726.9005229
4/6/2004,03:00:00,,912,5.6,795,1042,,1564,827,20.1,53.1,1.2342,681.1688307
4/6/2004,04:00:00,,863,4.6,745,1098,,1496,786,19.0,54.0,1.1745,658.3627415
4/6/2004,05:00:00,,729,1.2,520,1570,,1318,445,19.2,51.1,1.1240,815.3004626
4/6/2004,06:00:00,,830,3.4,674,1246,,1459,607,19.2,53.1,1.1662,713.8938012
4/6/2004,07:00:00,,1198,17.0,1209,779,,2058,1213,20.6,49.0,1.1748,657.5621222
4/6/2004,08:00:00,,971,10.0,977,921,,1667,910,21.8,41.9,1.0770,599.0366737
4/6/2004,09:00:00,,885,6.0,812,1100,,1495,675,22.8,37.6,1.0315,613.1300611
4/6/2004,10:00:00,,862,5.7,798,1148,,1456,582,24.8,31.3,0.9646,597.9101041
4/6/2004,11:00:00,,892,6.9,853,1080,,1509,666,26.0,29.4,0.9760,593.0740176
4/6/2004,12:00:00,,933,9.5,960,994,,1577,726,27.0,27.8,0.9731,586.1631368
4/6/2004,13:00:00,,975,11.1,1017,930,,1668,801,27.0,29.3,1.0277,605.6936512
4/6/2004,14:00:00,,927,8.1,905,1016,,1554,711,27.0,29.6,1.0419,620.5107763
4/6/2004,15:00:00,,993,10.2,985,950,,1680,790,25.8,32.6,1.0720,627.3573612
4/6/2004,16:00:00,2.7,1053,13.3,1093,873,,1749,924,26.2,32.6,1.0892,857.0646835
4/6/2004,17:00:00,3.6,1116,16.6,1198,811,,1863,1045,28.3,27.5,1.0418,831.4229567
4/6/2004,18:00:00,3.3,1097,16.9,1206,813,,1867,1088,26.5,29.7,1.0123,805.6544988
4/6/2004,19:00:00,3.6,1116,17.5,1226,792,,1938,1038,25.7,31.8,1.0317,815.3319843
4/6/2004,20:00:00,2.9,1057,13.1,1087,871,,1769,981,24.4,35.2,1.0632,827.9556424
4/6/2004,21:00:00,1.9,973,9.2,949,987,,1615,820,23.5,36.9,1.0518,827.4535298
4/6/2004,22:00:00,2,1016,10.0,977,951,,1652,948,22.4,41.0,1.1006,853.1598394
4/6/2004,23:00:00,2.9,1120,13.1,1088,849,,1785,1067,21.7,44.7,1.1451,870.2068705
5/6/2004,00:00:00,2.7,1076,12.9,1080,846,,1787,1070,21.1,48.1,1.1864,893.9963336
5/6/2004,01:00:00,1.5,937,7.8,890,970,,1625,877,20.7,50.0,1.2030,902.3056881
5/6/2004,02:00:00,1.6,980,9.2,948,888,,1702,1028,19.8,53.1,1.2093,877.6623037
5/6/2004,03:00:00,1.3,937,6.9,853,962,,1604,969,19.8,53.6,1.2214,893.2260054
5/6/2004,04:00:00,0.7,852,4.5,739,1095,63,1525,837,19.6,54.8,1.2360,1068.91732
5/6/2004,05:00:00,0.7,858,4.9,757,1066,71,1542,904,19.3,57.3,1.2650,1085.915077
5/6/2004,06:00:00,1.2,963,7.9,894,942,91,1702,1065,19.7,58.4,1.3254,1128.233524
5/6/2004,07:00:00,1.5,966,7.4,874,969,95,1682,999,19.8,59.4,1.3554,1166.105255
5/6/2004,08:00:00,1.5,983,8.0,901,954,96,1691,986,20.9,54.8,1.3387,1158.535823
5/6/2004,09:00:00,1.6,990,7.6,881,985,81,1685,874,22.4,47.9,1.2817,1118.65889
5/6/2004,10:00:00,1.1,891,5.3,780,1110,68,1543,689,24.1,41.3,1.2202,1099.996594
5/6/2004,11:00:00,1.1,883,5.3,778,1130,57,1545,608,25.9,36.9,1.2133,1106.116591
5/6/2004,12:00:00,1.4,914,8.0,900,1010,68,1596,706,30.7,26.0,1.1287,1027.945519
5/6/2004,13:00:00,1.4,896,8.4,917,1017,72,1577,704,30.3,25.2,1.0652,979.6275033
5/6/2004,14:00:00,1,841,6.0,811,1135,62,1463,609,30.1,25.4,1.0641,999.350291
5/6/2004,15:00:00,1.3,926,7.3,868,1048,75,1599,687,27.6,35.1,1.2764,1165.032285
5/6/2004,16:00:00,1.9,1133,10.2,984,838,92,1897,976,26.6,47.6,1.6315,1388.395008
5/6/2004,17:00:00,1.7,1042,9.0,939,917,89,1744,860,30.4,31.3,1.3331,1179.64239
5/6/2004,18:00:00,2.3,1124,14.0,1118,793,105,1915,1021,27.8,35.0,1.2820,1130.361774
5/6/2004,19:00:00,2.4,1157,16.1,1183,738,111,1970,1079,26.6,37.9,1.2994,1137.596372
5/6/2004,20:00:00,1.8,989,8.2,906,954,102,1681,826,23.4,44.4,1.2646,1109.640873
5/6/2004,21:00:00,0.6,841,3.8,699,1123,30,1508,558,23.0,51.1,1.4175,1223.5151
5/6/2004,22:00:00,0.8,916,5.6,791,1007,43,1588,679,22.1,53.5,1.4087,1179.783035
5/6/2004,23:00:00,1.7,1008,8.0,900,907,67,1681,850,21.6,53.6,1.3674,1137.920472
6/6/2004,00:00:00,1.1,895,5.6,792,975,58,1574,733,21.9,52.7,1.3650,1129.222874
6/6/2004,01:00:00,0.6,810,3.8,702,1093,24,1529,612,21.3,54.9,1.3707,1153.102933
6/6/2004,02:00:00,1.1,968,6.6,840,891,58,1727,788,17.5,79.1,1.5709,1238.593489
6/6/2004,03:00:00,1.1,922,7.0,859,871,,1739,728,17.6,78.6,1.5722,1071.857835
6/6/2004,04:00:00,1,892,5.2,773,926,62,1660,724,17.1,81.8,1.5816,1240.263434
6/6/2004,05:00:00,0.5,806,2.4,615,1172,34,1525,543,16.6,80.2,1.5002,1264.814185
6/6/2004,06:00:00,0.7,827,3.1,659,1115,46,1552,616,16.8,77.4,1.4739,1229.93697
6/6/2004,07:00:00,1,881,5.2,776,1037,62,1623,677,18.3,66.5,1.3810,1165.429016
6/6/2004,08:00:00,1.2,877,5.9,808,1011,70,1614,723,20.4,55.8,1.3196,1123.282991
6/6/2004,09:00:00,0.7,784,2.8,638,1314,54,1412,529,21.6,45.3,1.1533,1089.287698
6/6/2004,10:00:00,0.9,806,3.4,675,1270,61,1414,528,23.1,39.4,1.0983,1034.288263
6/6/2004,11:00:00,0.8,775,3.0,653,1349,53,1365,491,25.4,31.6,1.0058,982.9758921
6/6/2004,12:00:00,0.8,773,3.4,676,1331,49,1374,489,26.6,29.0,0.9928,970.6561184
6/6/2004,13:00:00,0.5,734,2.3,603,1471,48,1303,450,25.9,28.8,0.9475,968.1938903
6/6/2004,14:00:00,0.5,757,2.7,635,1445,45,1345,451,27.0,28.0,0.9810,1001.352514
6/6/2004,15:00:00,0.7,817,3.6,688,1299,60,1435,512,23.6,38.1,1.0917,1049.401088
6/6/2004,16:00:00,0.9,815,4.2,720,1225,59,1418,525,25.9,32.0,1.0529,990.9240771
6/6/2004,17:00:00,1,844,4.9,757,1186,67,1445,556,26.3,31.5,1.0643,998.0947992
6/6/2004,18:00:00,1.2,880,5.9,807,1123,72,1510,599,23.9,36.8,1.0774,989.0883309
6/6/2004,19:00:00,1.3,906,6.6,838,1084,88,1547,694,23.7,36.8,1.0609,969.9696692
6/6/2004,20:00:00,1.6,904,7.6,882,1048,94,1549,744,22.5,37.8,1.0157,923.9525931
6/6/2004,21:00:00,1.4,877,7.0,858,1080,89,1535,724,21.8,39.2,1.0115,923.867938
6/6/2004,22:00:00,1.7,918,7.5,879,1030,96,1569,804,20.9,42.6,1.0400,931.5875879
6/6/2004,23:00:00,1.7,930,8.4,914,991,98,1631,862,20.0,45.6,1.0555,935.3863233
7/6/2004,00:00:00,1.4,870,7.0,858,1061,95,1557,811,19.3,47.9,1.0590,952.1262308
7/6/2004,01:00:00,0.8,793,3.9,703,1222,64,1439,627,18.7,49.0,1.0462,957.055837
7/6/2004,02:00:00,0.4,760,2.6,626,1263,38,1386,575,17.8,54.1,1.0938,980.9887291
7/6/2004,03:00:00,0.3,733,2.0,588,1281,,1394,589,18.6,52.7,1.1206,897.6344339
7/6/2004,04:00:00,,726,2.1,591,1263,34,1386,579,17.2,57.9,1.1270,768.8289381
7/6/2004,05:00:00,0.5,732,2.4,613,1273,40,1413,605,18.2,54.1,1.1155,1003.803669
7/6/2004,06:00:00,1.5,933,9.6,962,867,76,1705,974,17.3,57.6,1.1289,929.0131064
7/6/2004,07:00:00,2.6,1061,15.4,1162,777,90,1898,1132,19.9,49.4,1.1354,975.4098392
7/6/2004,08:00:00,4.3,1201,25.0,1428,664,118,2249,1378,21.7,44.2,1.1321,1032.437004
7/6/2004,09:00:00,3.1,1065,15.1,1151,801,118,1894,1160,23.5,40.0,1.1386,1012.778928
7/6/2004,10:00:00,2.9,1075,17.4,1222,774,122,1943,1213,28.4,29.7,1.1345,1039.380037
7/6/2004,11:00:00,2.5,998,14.1,1119,832,120,1780,1057,31.6,24.1,1.0994,1009.920625
7/6/2004,12:00:00,1.9,922,11.8,1042,887,132,1744,832,31.3,24.1,1.0816,999.0348656
7/6/2004,13:00:00,2.5,1023,14.9,1147,829,115,1842,983,34.4,20.4,1.0857,1012.754862
7/6/2004,14:00:00,2.5,1039,16.0,1180,833,127,1815,1047,33.7,21.3,1.0988,1042.582073
7/6/2004,15:00:00,2.8,1054,16.5,1195,815,126,1848,1078,35.9,18.9,1.0999,1046.010067
7/6/2004,16:00:00,2.3,1022,15.2,1155,871,113,1840,979,34.3,19.4,1.0279,981.9884837
7/6/2004,17:00:00,3.3,1082,18.9,1266,788,124,1910,1139,33.5,19.9,1.0112,965.300286
7/6/2004,18:00:00,2.8,1056,19.0,1268,786,108,1896,1111,30.5,24.2,1.0386,974.284418
7/6/2004,19:00:00,4.8,1243,28.9,1524,647,142,2281,1470,30.3,26.2,1.1161,1085.128466
7/6/2004,20:00:00,2.5,1029,13.4,1097,825,125,1827,980,27.0,36.7,1.2898,1156.323869
7/6/2004,21:00:00,2,1004,10.9,1011,867,116,1754,893,24.6,41.9,1.2752,1118.907874
7/6/2004,22:00:00,1.8,979,8.9,937,919,101,1683,858,23.3,44.5,1.2566,1091.960701
7/6/2004,23:00:00,1.7,972,8.5,919,934,101,1668,904,22.4,46.9,1.2544,1088.496754
8/6/2004,00:00:00,1.3,942,6.7,846,980,92,1615,905,21.7,50.8,1.3019,1120.255642
8/6/2004,01:00:00,0.7,825,4.2,720,1129,55,1511,678,21.0,51.9,1.2794,1122.189119
8/6/2004,02:00:00,0.5,780,2.5,621,1277,42,1452,586,20.5,54.3,1.2926,1179.534326
8/6/2004,03:00:00,0.4,746,1.7,565,1369,,1423,608,20.9,52.5,1.2852,1086.293019
8/6/2004,04:00:00,0.3,734,1.4,538,1449,30,1400,514,21.0,53.1,1.3031,1261.796392
8/6/2004,05:00:00,0.5,785,2.8,640,1265,40,1467,588,19.6,57.1,1.2851,1168.026049
8/6/2004,06:00:00,1.4,946,8.8,931,917,69,1745,884,18.2,62.3,1.2903,1080.967106
8/6/2004,07:00:00,3.3,1201,19.4,1279,683,100,2144,1338,19.5,57.7,1.2966,1109.805197
8/6/2004,08:00:00,5.8,1377,36.1,1688,525,125,2746,1708,21.6,51.7,1.3130,1230.718827
8/6/2004,09:00:00,5,1346,27.1,1481,602,174,2367,1681,23.9,44.4,1.3029,1210.455535
8/6/2004,10:00:00,3.5,1230,19.0,1268,698,171,2049,1509,28.1,35.2,1.3120,1198.60543
8/6/2004,11:00:00,2.9,1160,16.9,1208,728,149,1925,1330,31.4,28.6,1.2980,1179.518721
8/6/2004,12:00:00,2.5,1146,15.7,1171,761,124,1902,1138,33.7,25.5,1.3095,1190.343718
8/6/2004,13:00:00,2.3,1078,14.1,1121,818,119,1806,963,35.9,20.8,1.2103,1119.232463
8/6/2004,14:00:00,2.4,1111,16.5,1194,794,130,1875,1015,37.5,18.1,1.1529,1091.576978
8/6/2004,15:00:00,2.6,1083,14.8,1141,825,143,1793,1008,37.7,17.7,1.1383,1081.578028
8/6/2004,16:00:00,2.2,1056,13.0,1083,865,,1723,898,37.8,17.4,1.1219,912.4357745
8/6/2004,17:00:00,3.5,1220,21.4,1334,695,183,2066,1215,36.6,20.6,1.2445,1200.855646
8/6/2004,18:00:00,3.9,1268,23.6,1393,650,161,2144,1334,32.5,26.0,1.2502,1177.653188
8/6/2004,19:00:00,4.5,1256,25.0,1430,660,170,2151,1380,30.8,27.2,1.1832,1133.931051
8/6/2004,20:00:00,3.8,1213,21.6,1341,683,143,2090,1601,28.8,30.2,1.1761,1084.1922
8/6/2004,21:00:00,2.8,1145,15.7,1170,751,123,1894,1376,26.7,35.4,1.2233,1079.501163
8/6/2004,22:00:00,1.7,1050,10.9,1011,836,89,1739,1161,25.3,40.7,1.2910,1101.354082
8/6/2004,23:00:00,1.2,972,8.1,902,933,67,1647,878,24.9,41.2,1.2809,1095.237536
9/6/2004,00:00:00,1.6,1020,10.2,984,853,81,1753,1031,23.7,45.1,1.3033,1101.101478
9/6/2004,01:00:00,1,934,7.5,878,940,54,1644,847,22.5,49.0,1.3151,1102.206185
9/6/2004,02:00:00,0.9,914,5.8,801,965,57,1609,908,22.3,50.6,1.3486,1114.189574
9/6/2004,03:00:00,0.5,824,3.8,698,1107,,1517,733,22.0,50.5,1.3199,1002.743694
9/6/2004,04:00:00,0.5,817,3.3,672,1113,51,1501,751,20.8,54.4,1.3229,1126.142421
9/6/2004,05:00:00,0.5,833,4.0,708,1084,58,1525,799,20.3,56.0,1.3204,1121.91793
9/6/2004,06:00:00,1,935,8.1,905,899,69,1675,954,20.5,54.8,1.3073,1080.80837
9/6/2004,07:00:00,3.5,1297,22.3,1359,630,107,2214,1425,21.7,50.6,1.2981,1124.509723
9/6/2004,08:00:00,6.4,1496,36.9,1705,507,151,2691,2147,23.4,46.1,1.3091,1244.559072
9/6/2004,09:00:00,2.9,1201,17.5,1224,701,146,1987,1532,25.1,43.0,1.3488,1187.464271
9/6/2004,10:00:00,3.4,1267,19.3,1276,676,165,2059,1570,30.1,32.8,1.3795,1253.653493
9/6/2004,11:00:00,2.8,1224,17.6,1228,711,159,1972,1380,34.7,25.9,1.4069,1295.116072
9/6/2004,12:00:00,2.8,1247,18.6,1257,701,174,2000,1337,37.2,23.2,1.4478,1359.581043
9/6/2004,13:00:00,2.8,1183,18.0,1241,721,167,1937,1308,39.5,18.3,1.2917,1223.280007
9/6/2004,14:00:00,2.3,1078,14.0,1116,815,137,1761,1013,40.6,15.3,1.1485,1083.05911
9/6/2004,15:00:00,1.8,1076,10.9,1012,894,116,1665,816,40.3,16.1,1.1896,1115.42573
9/6/2004,16:00:00,2,1052,11.1,1019,896,125,1610,836,40.3,14.2,1.0494,991.5828114
9/6/2004,17:00:00,3.5,1287,21.6,1340,699,194,2008,1267,39.6,16.7,1.1867,1164.995328
9/6/2004,18:00:00,4.9,1460,27.6,1493,586,222,2288,1649,37.3,23.4,1.4672,1444.098526
9/6/2004,19:00:00,4.6,1357,25.6,1445,620,206,2195,1622,33.7,27.7,1.4213,1373.891494
9/6/2004,20:00:00,3.4,1234,18.6,1257,695,162,2019,1349,30.7,32.2,1.3983,1275.517245
9/6/2004,21:00:00,2.7,1151,15.2,1154,747,132,1894,1186,28.4,35.7,1.3549,1197.733515
9/6/2004,22:00:00,1.9,1065,11.7,1038,805,107,1763,1026,26.5,38.6,1.3154,1128.14092
9/6/2004,23:00:00,1.5,984,8.7,929,917,84,1654,817,25.4,40.1,1.2822,1108.419198
10/6/2004,00:00:00,1,938,7.6,881,956,61,1607,662,24.1,43.3,1.2839,1097.408946
10/6/2004,01:00:00,0.7,878,5.2,774,1065,42,1527,552,23.9,45.6,1.3328,1153.860329
10/6/2004,02:00:00,1,919,5.9,807,967,66,1598,775,22.0,52.8,1.3752,1144.255179
10/6/2004,03:00:00,0.6,836,4.0,709,1085,,1498,646,20.7,56.1,1.3565,1015.559927
10/6/2004,04:00:00,,814,3.3,673,1138,50,1488,647,20.1,57.3,1.3352,882.3224745
10/6/2004,05:00:00,0.9,872,5.4,782,1001,76,1607,874,19.5,59.4,1.3328,1116.061585
10/6/2004,06:00:00,1.2,949,8.7,929,887,78,1711,973,20.0,56.6,1.3095,1088.007972
10/6/2004,07:00:00,2.9,1227,19.9,1292,661,104,2087,1327,21.7,53.9,1.3848,1186.45902
10/6/2004,08:00:00,4.8,1360,30.4,1561,545,139,2525,1626,23.7,49.0,1.4152,1293.20897
10/6/2004,09:00:00,4.3,1318,24.6,1420,586,166,2316,1640,25.9,44.3,1.4544,1312.079961
10/6/2004,10:00:00,3.1,1196,16.9,1208,705,151,1981,1341,30.1,34.3,1.4414,1289.286181
10/6/2004,11:00:00,2.4,1152,13.6,1102,770,134,1868,1113,33.5,27.2,1.3859,1239.333181
10/6/2004,12:00:00,2.8,1220,15.3,1157,715,148,1935,1224,35.4,26.1,1.4806,1327.51953
10/6/2004,13:00:00,2.5,1182,14.1,1120,735,126,1893,1095,37.9,23.2,1.5020,1340.510146
10/6/2004,14:00:00,2.6,1167,17.0,1210,719,144,1944,1152,39.7,18.7,1.3306,1233.743908
10/6/2004,15:00:00,2.3,1142,13.8,1109,782,133,1789,1047,40.4,17.2,1.2774,1177.505174
10/6/2004,16:00:00,2.4,1157,13.6,1105,779,139,1792,982,40.0,18.8,1.3630,1254.359703
10/6/2004,17:00:00,3.5,1274,21.2,1329,670,178,2054,1320,38.9,18.8,1.2900,1232.150191
10/6/2004,18:00:00,4.8,1372,25.9,1451,631,206,2183,1541,35.8,22.1,1.2792,1254.478329
10/6/2004,19:00:00,5.1,1373,25.4,1440,635,211,2183,1510,33.1,25.9,1.2923,1258.121685
10/6/2004,20:00:00,4.7,1290,23.6,1393,655,180,2146,1511,30.9,28.2,1.2388,1174.271036
10/6/2004,21:00:00,2.4,1056,12.0,1051,826,116,1758,1078,27.5,32.6,1.1760,1034.193536
10/6/2004,22:00:00,2.5,1116,14.2,1123,768,118,1826,1235,26.3,34.3,1.1605,1012.003551
10/6/2004,23:00:00,2.7,1106,14.2,1122,783,115,1813,1202,25.5,34.1,1.0968,960.1513197
11/6/2004,00:00:00,1.5,1018,10.4,992,839,96,1710,1103,24.7,39.3,1.2065,1024.282648
11/6/2004,01:00:00,1.1,919,7.5,880,915,86,1628,1013,24.2,39.5,1.1764,993.1971602
11/6/2004,02:00:00,0.6,807,3.5,681,1092,65,1435,765,24.8,37.8,1.1639,1001.927768
11/6/2004,03:00:00,0.5,787,2.5,620,1176,,1403,618,22.7,43.8,1.1952,921.7357547
